"","pctilleg","pctkids2par","numilleg","racepctwhite","racepctblack","pctpersdensehouse","pctfam2par","pctvacantboarded","numstreet","pcthouseless3br","malepctdivorce","mixedCommunity","immigrantCommunity","violentcrimesperpopulation"
"530",0.11,0.73,0,0.99,0.01,0.05,0.71,0.03,0,0.52,0.41,1,1,0
"531",0.13,0.8,0,0.84,0.13,0.05,0.8,0.14,0,0.44,0.28,1,1,0.04
"532",0.09,0.73,0.01,0.93,0.01,0.09,0.69,0.06,0,0.39,0.45,1,1,0.15
"533",0.49,0.41,0.37,0.65,0.38,0.09,0.39,1,0.03,0.51,0.64,2,1,0.41
"534",0.14,0.71,0.01,0.74,0.03,0.31,0.75,0.15,0,0.35,0.41,2,2,0.2
"535",0.12,0.62,0,1,0,0.04,0.6,0.86,0,0.42,0.35,1,1,0.06
"536",0.09,0.61,0,0.82,0.18,0.13,0.62,0.05,0,0.47,0.62,2,1,0.2
"537",0.12,0.81,0.01,0.99,0,0.07,0.77,0.04,0,0.42,0.33,1,1,0.05
"538",0.52,0.55,0.01,0.61,0.41,0.15,0.55,0.1,0,0.53,0.52,2,1,0.18
"539",0.08,0.75,0,0.95,0.01,0.09,0.75,0.03,0,0.54,0.27,1,1,0.07
"540",0.67,0.23,0.03,0.32,0.85,0.13,0.22,0.37,0,0.57,0.63,2,1,0.91
"541",0.2,0.69,0.02,0.83,0.13,0.12,0.7,0.04,0,0.55,0.47,1,1,0.15
"542",0.14,0.66,0.01,0.68,0.04,0.31,0.69,0.09,0,0.33,0.41,2,2,0.13
"543",0.14,0.7,0,0.91,0.06,0.05,0.69,0.04,0,0.43,0.39,1,1,0.03
"544",0.06,0.86,0,0.96,0.02,0.03,0.85,0.41,0,0.36,0.18,1,1,0.05
"545",0.65,0.36,0.07,0.62,0.1,0.78,0.33,0.18,0.06,0.9,0.62,2,2,0.36
"546",0.44,0.44,0.02,0.34,0.04,0.87,0.56,0.05,0,0.59,0.46,2,2,0.86
"547",0.1,0.75,0,0.91,0.08,0.15,0.75,0.25,0,0.39,0.24,1,2,0.11
"548",0.1,0.79,0.01,0.88,0.1,0.08,0.8,0.02,0,0.33,0.34,1,1,0.18
"549",0.03,0.86,0,0.95,0.03,0.03,0.82,0.21,0,0.5,0.38,1,1,0.06
"550",0.34,0.45,0.01,0.99,0.01,0.05,0.39,0.36,0,0.46,0.53,1,1,0.28
"551",0.04,0.87,0,0.96,0.02,0.04,0.83,0.05,0,0.37,0.32,1,1,0.01
"552",0.07,0.64,0,0.86,0.01,0.24,0.66,0.34,0,0.55,0.48,2,2,0.05
"553",0.31,0.53,0.06,0,0.51,0.95,0.66,0.25,0,0.47,0.43,2,2,0.52
"554",0.52,0.57,0.1,0.64,0.35,0.22,0.58,0.1,0.04,0.58,0.38,2,2,0.21
"555",0.15,0.82,0.01,0.8,0.13,0.11,0.8,0.03,0,0.61,0.34,1,2,0.04
"556",0.65,0.15,0.04,0.11,1,0.17,0.12,0.23,0,0.51,0.59,2,1,0.55
"557",0.19,0.66,0.01,0.97,0,0.09,0.61,0.1,0,0.52,0.48,1,1,0.01
"558",0.3,0.58,0.19,0.73,0.22,0.18,0.56,0.3,0,0.62,0.64,2,1,0.36
"559",0.11,0.72,0.01,0.8,0.06,0.19,0.7,0.05,0.02,0.75,0.56,1,2,0.36
"560",0.1,0.76,0,0.8,0.03,0.15,0.77,0.14,0,0.51,0.48,1,2,0.07
"561",1,0,0.06,0.01,1,0.46,0,0.43,0,0.85,0.89,2,2,0.85
"562",0.05,0.76,0,0.99,0.01,0.04,0.72,0,0,0.46,0.43,1,1,0.08
"563",0.09,0.82,0.01,0.82,0.11,0.08,0.82,0.11,0,0.4,0.2,1,2,0.12
"564",0.31,0.53,0.03,0.73,0.33,0.07,0.53,0.13,0,0.46,0.44,2,1,0.25
"565",0.76,0.43,1,0.28,0.27,1,0.44,0.22,1,0.82,0.51,2,2,1
"566",0.15,0.7,0.01,0.94,0.02,0.07,0.64,0.09,0,0.56,0.38,1,1,0.04
"567",0.25,0.58,0.02,0.88,0.14,0.1,0.59,0.02,0,0.54,0.56,1,1,0.36
"568",0.15,0.68,0.02,0.72,0.07,0.32,0.72,0.04,0,0.4,0.45,2,2,0.41
"569",0.22,0.54,0.13,0.64,0.09,0.43,0.58,0.57,0.03,0.56,0.6,2,1,0.33
"570",0.1,0.54,0.01,0.81,0.19,0.13,0.55,0.22,0,0.57,0.67,2,1,0.33
"571",0.09,0.83,0.01,0.45,0.11,0.27,0.84,0.03,0,0.28,0.29,2,2,0.19
"572",0.05,0.76,0,0.96,0.02,0.06,0.7,0.02,0,0.55,0.46,1,1,0.14
"573",0.17,0.71,0.03,0.93,0.05,0.05,0.7,0.07,0,0.5,0.4,1,1,0.07
"574",0.28,0.37,0.01,0.73,0.13,0.12,0.32,0.03,0,0.63,0.15,1,2,0.15
"575",0.13,0.76,0.01,0.95,0.03,0.04,0.74,0.05,0,0.46,0.35,1,1,0.08
"576",0.18,0.84,0,0.72,0.32,0.02,0.81,0,0,0.2,0.15,2,1,0.1
"577",0.08,0.75,0,0.89,0.11,0.02,0.74,0.06,0,0.42,0.5,1,1,0.04
"578",0.04,0.9,0,0.98,0,0.02,0.88,0.04,0,0.29,0.17,1,1,0.04
"579",0.12,0.66,0.01,0.94,0.04,0.08,0.65,0.08,0.04,0.54,0.57,1,1,0.08
"580",0.42,0.58,0.02,0.85,0.16,0.07,0.56,0.24,0,0.55,0.35,1,1,0.14
"581",0.15,0.81,0,0.96,0.03,0.04,0.8,0.11,0,0.31,0.26,1,1,0.04
"582",0.01,0.87,0,0.88,0.04,0.03,0.87,0,0,0.33,0.15,1,2,0.16
"583",0.2,0.62,0.01,0.89,0.12,0.11,0.62,0.34,0,0.61,0.54,1,1,0.27
"584",0.31,0.47,0.01,0.96,0.03,0.05,0.41,0.19,0,0.49,0.58,1,1,0.13
"585",0.05,0.88,0.01,0.85,0.06,0.04,0.87,0.11,0,0.25,0.21,1,1,0.09
"586",0.12,0.8,0,0.98,0.02,0.04,0.77,0.17,0,0.44,0.38,1,1,0.09
"587",0.86,0.17,0.16,0.15,1,0.34,0.19,0.45,0,0.52,0.63,2,1,0.56
"588",0.29,0.48,0.01,0.7,0,1,0.5,0.68,0,0.65,0.24,2,2,0.52
"589",0.15,0.77,0.02,0.89,0.06,0.09,0.73,0.11,0.04,0.4,0.34,1,2,0.12
"590",0.25,0.68,0.01,0.9,0.02,0.14,0.63,0.05,0,0.62,0.34,1,2,0.12
"591",0.4,0.33,0.01,0.44,0.47,0.15,0.33,0.38,0,0.6,0.64,2,1,0.41
"592",1,0,0.16,0.12,0.99,0.23,0,1,0.01,0.53,0.84,2,1,0.87
"593",0.03,0.97,0,0.93,0.04,0.01,0.95,0.07,0,0.04,0.11,1,1,0.01
"594",0.09,0.81,0,0.93,0.03,0.05,0.8,0,0,0.34,0.26,1,1,0.06
"595",0.02,0.86,0,0.94,0.04,0.02,0.87,0.15,0,0.21,0.2,1,1,0.03
"596",0.32,0.53,0.02,0.84,0.19,0.06,0.55,0.3,0,0.46,0.5,2,1,0.11
"597",0.54,0.56,0.05,0.6,0.37,0.28,0.59,0.07,0.01,0.68,0.39,2,2,0.15
"598",0.31,0.59,0.03,0.93,0.04,0.08,0.58,0.28,0,0.6,0.44,1,1,0.24
"599",0.5,0.42,0.05,0.76,0.27,0.12,0.41,0.09,0.02,0.59,0.81,2,1,0.21
"600",0.68,0.31,0.02,0.47,0.66,0.17,0.34,0,0,0.52,0.31,2,1,0.03
"601",0.85,0.29,1,0.27,0.56,0.57,0.29,0.37,1,0.84,0.46,2,2,0.87
"602",0.56,0.48,0.04,0.54,0.2,0.55,0.49,0.17,0,0.76,0.63,2,2,0.39
"603",0.25,0.56,0.01,0.95,0.04,0.04,0.48,0.05,0,0.51,0.61,1,1,0.23
"604",0.07,0.73,0.01,0.77,0.06,0.11,0.7,0.16,0.03,0.53,0.47,1,2,0.1
"605",0.62,0.33,0.05,0.53,0.56,0.27,0.36,0.25,0.04,0.6,0.88,2,1,0.59
"606",0.09,0.72,0,0.98,0.02,0.08,0.7,0.08,0,0.43,0.46,1,1,0.24
"607",0.24,0.48,0.01,0.65,0.44,0.08,0.54,0.17,0,0.42,0.48,2,1,0.13
"608",0.14,0.71,0.01,0.96,0.01,0.11,0.69,0.13,0,0.46,0.51,1,1,0.11
"609",0.43,0.47,0.02,0.83,0.17,0.13,0.4,0.43,0,0.47,0.47,1,1,0.59
"610",0.03,0.97,0,0.93,0.03,0.01,0.96,0.05,0,0.15,0.17,1,1,0.01
"611",0.19,0.66,0.02,0.68,0.1,0.3,0.63,0.05,0.07,0.51,0.5,2,2,0.41
"612",0.45,0.42,0.03,0.89,0.13,0.1,0.37,0.26,0,0.47,0.59,1,1,0.13
"613",0.12,0.62,0.03,0.95,0.03,0.08,0.62,0.15,0,0.49,0.6,1,1,0.24
"614",0.24,0.52,0.02,0.9,0.05,0.1,0.48,0.07,0.01,0.69,0.45,1,2,0.1
"615",0.27,0.45,0.01,0.87,0.01,0.3,0.41,0.03,0.01,0.66,0.7,2,1,0.4
"616",0.15,0.55,0.01,0.98,0.02,0.05,0.5,0.19,0,0.48,0.58,1,1,0.82
"617",0.13,0.79,0,0.97,0.03,0.04,0.79,0.06,0,0.29,0.28,1,1,0.09
"618",0.21,0.61,0.03,0.82,0.02,0.13,0.59,0.08,0.01,0.53,0.47,1,1,0.18
"619",0.75,0.22,0.03,0.39,0.76,0.21,0.29,0.29,0,0.49,0.62,2,1,0.16
"620",0.06,0.89,0.01,0.64,0.04,0.12,0.9,0.09,0,0.2,0.22,1,2,0.13
"621",0.65,0.3,0.02,0.53,0.57,0.14,0.28,0.04,0.5,0.69,0.47,2,1,0.33
"622",0.17,0.7,0.02,0.93,0.01,0.1,0.64,0.05,0.01,0.55,0.32,1,2,0.06
"623",0.1,0.75,0,0.98,0.02,0.07,0.7,0.05,0,0.53,0.47,1,1,0.1
"624",0.12,0.65,0.01,0.97,0.02,0.04,0.64,0.12,0,0.53,0.35,1,1,0.04
"625",0.36,0.51,0.05,0.42,0.13,0.78,0.47,0.11,0,0.64,0.53,2,2,0.23
"626",0.15,0.63,0.02,0.85,0.06,0.08,0.61,0.1,0,0.46,0.61,2,1,0.08
"627",0.1,0.72,0,0.99,0,0.07,0.72,0.03,0,0.25,0.33,1,1,0.1
"628",0.09,0.76,0,0.95,0.04,0.06,0.73,0.19,0,0.49,0.37,1,1,0.01
"629",0.23,0.5,0.01,0.78,0.08,0.23,0.51,0.08,0,0.65,0.55,2,1,0.1
"630",0.05,0.81,0,0.88,0.1,0.03,0.74,0.03,0,0.45,0.3,1,2,0.17
"631",1,0,0.32,0,1,0.31,0,1,0.05,0.57,0.83,2,1,0.89
"632",1,0.07,0.23,0.11,0.96,0.37,0.09,1,0.02,0.54,0.74,2,2,0.85
"633",0.2,0.5,0.01,0.85,0.18,0.08,0.54,0.21,0,0.47,0.58,2,1,0.14
"634",0.62,0.3,0.03,0,1,0.29,0.4,0.8,0,0.34,0.64,2,1,0.32
"635",0.26,0.53,0.01,0.86,0.17,0.06,0.52,0.08,0,0.49,0.51,1,1,0.03
"636",0.07,0.76,0,0.92,0.01,0.09,0.7,0.07,0,0.52,0.52,1,1,0.09
"637",0.15,0.56,0.01,0.69,0,1,0.62,1,0,0.77,0.21,2,2,0.2
"638",0.55,0.45,0.11,0.7,0.25,0.18,0.44,0.37,0.02,0.54,0.47,2,2,0.54
"639",0.08,0.78,0.01,0.92,0.06,0.09,0.75,0.04,0,0.6,0.41,1,2,0.15
"640",0.14,0.71,0.03,0.96,0.01,0.07,0.66,0.13,0.04,0.58,0.5,1,1,0.18
"641",0.32,0.56,0.01,0.33,0,1,0.58,0.22,0,0.58,0.25,2,2,0.24
"642",1,0,0.49,0.08,0.76,0.42,0,0.48,0.06,0.83,0.69,2,2,0.94
"643",0.07,0.75,0,0.89,0.13,0.09,0.76,0.11,0,0.28,0.38,1,1,0.65
"644",0.03,0.9,0,0.98,0,0.13,0.84,0.02,0,0.26,0.19,1,1,0.06
"645",0.02,0.95,0,0.92,0.06,0.02,0.94,0.14,0,0.15,0.12,1,2,0.05
"646",0.1,0.72,0,0.92,0.03,0.23,0.73,0.12,0,0.19,0.4,2,1,0.26
"647",0.28,0.48,0.01,0.71,0,1,0.54,0.51,0,0.66,0.27,2,2,0.12
"648",0.02,0.93,0,0.86,0.01,0.08,0.91,0.19,0,0.37,0.14,1,2,0.03
"649",0.35,0.51,0.02,0.59,0.04,0.82,0.54,0.07,0,0.77,0.56,2,2,0.41
"650",0.1,0.72,0,0.9,0.12,0.07,0.71,0.1,0,0.33,0.39,1,1,0.01
"651",0.1,0.64,0,0.88,0.12,0.04,0.6,0.16,0,0.42,0.2,1,1,0.15
"652",0.1,0.77,0.01,0.8,0.02,0.24,0.78,0.25,0,0.49,0.45,2,2,0.15
"653",0.04,0.91,0,0.92,0.04,0.02,0.91,0,0,0.27,0.25,1,1,0.04
"654",0.06,0.85,0,0.98,0.01,0.02,0.85,0.12,0,0.38,0.38,1,1,0.03
"655",0.16,0.59,0.01,0.99,0.01,0.06,0.53,0.32,0,0.54,0.64,1,1,0.06
"656",0.1,0.78,0.01,0.95,0.03,0.07,0.72,0.11,0,0.51,0.25,1,1,0.09
"657",0.13,0.49,0,0.85,0.18,0.07,0.48,0.09,0,0.5,0.51,2,1,0.28
"658",0.01,0.94,0,0.75,0.01,0.06,0.93,0.09,0,0.1,0.22,1,2,0.07
"659",0.07,0.77,0.01,0.57,0.02,0.28,0.74,0.22,0,0.53,0.36,2,2,0.16
"660",0.1,0.67,0,0.98,0,0.08,0.66,0.21,0,0.47,0.51,1,1,0.41
"661",0.23,0.47,0.01,0.63,0,1,0.53,0.81,0,0.65,0.32,2,2,0.22
"662",0.03,0.89,0,0.95,0.03,0.02,0.86,0.07,0,0.23,0.24,1,1,0.03
"663",0.49,0.55,0.16,0.53,0.54,0.12,0.52,0.08,0,0.61,0.5,2,2,0.35
"664",0.4,0.47,0.37,0.45,0.43,0.36,0.51,1,0.8,0.65,0.73,2,2,0.63
"665",0.23,0.48,0.01,0.95,0,0.16,0.44,0.14,0,0.63,0.75,1,1,0.09
"666",0.28,0.59,0.02,0.81,0.03,0.19,0.55,0.07,0.07,0.68,0.75,2,2,0.25
"667",0.21,0.71,0.01,0.8,0.26,0.06,0.73,0.18,0,0.37,0.42,2,1,0.22
"668",1,0,1,0,1,0.3,0,0.97,0.14,0.72,0.85,2,1,1
"669",1,0.47,0.07,0.11,0.02,1,0.51,0.14,0,1,0.39,2,2,0.36
"670",0.91,0.23,0.93,0.43,0.5,0.32,0.19,0.53,0.5,0.77,0.42,2,2,0.81
"671",0.19,0.44,0.01,0.64,0.05,0.39,0.37,0.06,0.09,0.71,0.76,2,2,0.27
"672",0.09,0.82,0,0.97,0.03,0.06,0.86,0.2,0,0.25,0.3,1,1,0.07
"673",0.08,0.86,0.01,0.91,0.01,0.32,0.81,0.09,0,0.28,0.3,1,1,0.04
"674",0.65,0.31,0.03,0.66,0.08,0.36,0.25,0.23,0,0.65,0.52,2,2,0.61
"675",0.53,0.36,0.11,0.61,0.47,0.09,0.35,0.34,0.03,0.54,0.74,2,1,0.24
"676",0.68,0.19,0.16,0.38,0.74,0.08,0.18,0.8,0,0.44,0.66,2,1,0.95
"677",0.59,0.3,0.2,0.47,0.66,0.13,0.33,0.33,0,0.63,0.73,2,1,0.81
"678",0.3,0.52,0.01,0.93,0.03,0.11,0.4,0,0,0.82,0.62,1,1,0.12
"679",0.69,0.12,0.02,0.5,0.61,0.4,0.14,0.34,0,0.93,0.96,2,2,1
"680",0.05,0.94,0,0.98,0,0.03,0.93,0.02,0,0.22,0.2,1,1,0.05
"681",0.67,0.18,0.02,0,1,0.12,0.14,0.44,0,0.53,0.76,2,1,0.38
"682",0.27,0.49,0.05,0.81,0.06,0.4,0.45,0.11,0.17,0.71,0.72,2,2,0.37
"683",0.94,0.21,1,0.29,0.78,0.21,0.21,1,1,0.45,0.56,2,1,0.53
"684",0.11,0.66,0,0.76,0.27,0.1,0.68,0.09,0,0.29,0.54,2,1,0.23
"685",0.23,0.55,0.02,0.76,0.14,0.23,0.5,0.31,0.01,0.71,0.66,1,1,0.26
"686",0.06,0.89,0,0.86,0.09,0.04,0.91,0.21,0,0.35,0.23,1,1,0.04
"687",0.09,0.62,0.01,0.93,0.01,0.12,0.58,0.07,0,0.66,0.59,1,1,0.18
"688",0.86,0.46,0.1,0,0.02,1,0.49,0.26,0,0.98,0.25,2,2,0.62
"689",0.3,0.48,0.04,0.74,0.05,0.31,0.45,0.41,0.02,0.63,0.65,2,2,0.5
"690",0.04,0.82,0,0.61,0.02,0.17,0.79,0.03,0,0.41,0.46,1,2,0.14
"691",0.05,0.84,0,0.98,0.01,0.04,0.83,0,0,0.32,0.38,1,1,0.06
"692",0.64,0.26,0.15,0.25,0.92,0.19,0.32,0.58,0.04,0.55,0.68,2,1,0.54
"693",0.45,0.39,0.05,0.1,0.16,1,0.4,0.11,0.02,0.84,0.47,2,2,0.61
"694",0.99,0,0.11,0.13,1,0.25,0,0.37,0.05,0.73,0.94,2,1,0.35
"695",0.29,0.5,0.01,0.7,0.37,0.14,0.52,0.15,0,0.48,0.65,2,1,0.38
"696",0.59,0.39,1,0.32,0.57,0.45,0.41,0.94,0.67,0.73,0.72,2,2,0.72
"697",0.1,0.92,0.01,0.89,0.03,0.05,0.91,0.05,0,0.2,0.18,1,1,0.04
"698",0.24,0.55,0.02,0.92,0.08,0.08,0.54,0.26,0,0.43,0.73,1,1,0.09
"699",0.15,0.63,0.04,0.76,0.02,0.5,0.63,0.43,0.01,0.57,0.7,2,2,0.51
"700",0.74,0.46,0.07,0.05,0.01,1,0.51,0.2,0,0.99,0.27,2,2,0.54
"701",0.49,0.48,0.04,0.36,0.17,0.72,0.49,0.23,0.02,0.7,0.63,2,2,0.45
"702",0.23,0.53,0.02,0.95,0.01,0.16,0.5,0.5,0,0.57,0.74,1,1,0.1
"703",0.25,0.52,0.01,0.81,0.02,0.33,0.45,0.09,0,0.61,0.66,2,2,0.07
"704",0.06,0.75,0,0.99,0.01,0.05,0.74,0,0,0.4,0.34,1,1,0.01
"705",0.07,0.73,0.01,0.94,0.01,0.07,0.69,0.02,0,0.57,0.7,1,1,0.16
"706",0.3,0.66,0.01,0.77,0.24,0.05,0.54,0,0,0.54,0.43,2,1,0.29
"707",0.31,0.46,0.02,0.8,0.24,0.06,0.46,0.55,0,0.5,0.57,2,1,0.42
"708",0.17,0.5,0.01,0.72,0.15,0.08,0.5,0.21,0,0.49,0.76,1,1,0.18
"709",0.35,0.51,0.02,0.78,0.26,0.1,0.51,0.15,0.01,0.51,0.47,2,1,0.36
"710",0.13,0.8,0,0.9,0.1,0.04,0.76,0.15,0,0.44,0.36,1,1,0.1
"711",0.04,0.86,0,0.99,0.01,0.02,0.83,0.08,0,0.47,0.27,1,1,0.03
"712",0.41,0.4,0.07,0.72,0.34,0.1,0.39,0.64,0.02,0.57,0.68,2,1,0.62
"713",0.08,0.88,0,0.95,0.02,0.06,0.88,0.12,0,0.13,0.19,1,1,0.08
"714",0.13,0.65,0,0.8,0.1,0.26,0.65,0.06,0,0.46,0.41,2,1,0.12
"715",0.16,0.48,0,0.92,0.09,0.06,0.46,0.04,0,0.58,0.54,1,1,0.23
"716",0.35,0.59,0.02,0.32,0.81,0.07,0.63,0.23,0,0.39,0.34,2,1,0.18
"717",0.18,0.55,0.02,0.7,0.08,0.38,0.55,0.09,0,0.53,0.55,2,2,0.28
"718",0.05,0.82,0,0.94,0.05,0.06,0.79,0.35,0,0.25,0.38,1,1,0.09
"719",0.04,0.68,0,0.83,0.09,0.15,0.71,0.24,0,0.53,0.46,2,1,0.2
"720",0.09,0.81,0,0.86,0.1,0.07,0.77,0.03,0,0.44,0.29,1,2,0.09
"721",0.14,0.69,0.01,0.89,0.09,0.08,0.65,0.19,0,0.64,0.56,1,1,0.16
"722",0.06,0.85,0,0.95,0.01,0.03,0.79,0.09,0,0.38,0.47,1,1,0.06
"723",0.12,0.59,0,0.88,0.03,0.12,0.53,0.04,0,0.7,0.71,1,2,0.23
"724",0.54,0.46,0.03,0.4,0.16,0.91,0.48,0.08,0,0.86,0.63,2,2,0.82
"725",0.21,0.55,0.01,0.89,0.11,0.05,0.5,0.16,0,0.53,0.42,1,1,0.15
"726",0.04,0.88,0,0.9,0.06,0.03,0.88,0.01,0,0.41,0.12,1,1,0.02
"727",1,0.2,0.22,0,1,1,0.25,0.81,0.19,0.71,0.5,2,2,0.9
"728",0.85,0.15,0.21,0.19,1,0.21,0.16,0.97,0.11,0.57,0.77,2,1,0.34
"729",0.19,0.63,0.01,0.95,0.05,0.07,0.6,0.16,0,0.47,0.57,1,1,0.01
"730",0.29,0.55,0.05,0.58,0.07,0.55,0.58,0.23,0.01,0.67,0.58,2,2,0.21
"731",0.03,0.74,0,0.92,0.07,0.15,0.74,0.15,0,0.44,0.43,1,1,0.06
"732",0.23,0.65,0,0.64,0.4,0.29,0.66,0,0,0.47,0.43,2,2,0.59
"733",0.68,0.18,0.03,0.43,0.66,0.38,0.21,0.92,0,0.67,0.91,2,1,0.66
"734",0.24,0.49,0.01,0.97,0.02,0.12,0.42,0.03,0,0.67,0.78,1,1,0.2
"735",0.09,0.83,0,0.85,0.14,0.13,0.84,0.01,0,0.42,0.27,2,1,0.1
"736",0.62,0.22,0.03,0.34,0.59,0.17,0.23,0.18,0,0.46,0.54,2,1,0.4
"737",0.24,0.5,0.01,0.84,0.19,0.03,0.4,0.45,0,0.62,0.49,2,1,0.17
"738",0.3,0.86,0,0.96,0.01,0.17,0.8,0.2,0,0.44,0.01,1,2,0.04
"739",0.4,0.47,0.05,0.95,0.02,0.06,0.41,0.22,0,0.66,0.63,1,1,0.28
"740",0.08,0.87,0.02,0.83,0.08,0.12,0.85,0.06,0,0.23,0.3,1,2,0.13
"741",0.59,0.44,0.1,0.53,0.43,0.23,0.44,0.04,0,0.81,0.7,2,2,0.27
"742",0.21,0.68,0.01,0.98,0.01,0.07,0.64,0.02,0,0.52,0.47,1,1,0.23
"743",0.78,0.15,0.03,0.34,0.83,0.11,0.11,0.31,0,0.58,0.66,2,1,0.59
"744",0.35,0.52,0.02,0.62,0.47,0.13,0.53,0.12,0,0.44,0.55,2,1,0.12
"745",0.04,0.9,0,0.88,0.02,0.03,0.87,0.04,0,0.08,0.3,1,1,0.01
"746",0.19,0.56,0.01,0.55,0.38,0.23,0.48,0,0,0.76,0.56,2,2,0.23
"747",0.1,0.78,0,0.98,0,0.09,0.72,0.05,0,0.46,0.26,1,1,0.02
"748",0.1,0.76,0.02,0.97,0.02,0.05,0.76,0.17,0,0.48,0.38,1,1,0.17
"749",0.04,0.81,0,0.98,0.02,0.06,0.84,0.47,0,0.21,0.31,1,1,0.07
"750",0.11,0.74,0,0.96,0.01,0.03,0.67,0.03,0,0.5,0.47,1,1,0.05
"751",0.29,0.57,0.02,0.47,0.03,0.8,0.67,0.45,0,0.54,0.31,2,2,0.12
"752",0.53,0.78,0.02,0.66,0.22,0.12,0.78,0,0,0.25,0.72,2,1,0.1
"753",0.22,0.54,0.03,0.9,0.13,0.11,0.51,0.1,0,0.51,0.62,1,1,0.11
"754",0.14,0.68,0.01,0.94,0.01,0.09,0.59,0.06,0,0.55,0.23,1,2,0.1
"755",0.1,0.74,0,0.95,0.02,0.06,0.72,0,0,0.4,0.35,1,1,0.11
"756",0.21,0.61,0.02,0.85,0.02,0.2,0.55,0.14,0,0.53,0.59,2,1,0.16
"757",0.03,0.73,0,0.95,0.05,0.07,0.71,0.08,0,0.24,0.36,1,1,0.05
"758",0.66,0.53,0.01,0.67,0.33,0.07,0.43,0.06,0,0.87,0.4,2,2,0.24
"759",0.29,0.64,0.01,0.41,0.17,0.67,0.69,0.2,0,0.55,0.46,2,2,0.33
"760",0.12,0.81,0.01,0.96,0.03,0.03,0.78,0.1,0,0.35,0.37,1,1,0.19
"761",0.35,0.39,0.01,0.67,0.1,0.37,0.5,0.14,0,0.8,0.22,2,1,0.19
"762",0.15,0.59,0.01,0.97,0,0.13,0.54,0.11,0.01,0.58,0.73,1,1,0.21
"763",0.2,0.78,0.01,0.85,0.14,0.05,0.78,0.05,0,0.29,0.25,1,1,0.16
"764",0.28,0.49,0.01,0.79,0.03,0.41,0.45,0.07,0,0.77,0.73,2,2,0.19
"765",0.09,0.74,0,0.94,0.05,0.04,0.73,0.02,0,0.53,0.49,1,1,0.04
"766",0.18,0.86,0,0.91,0.09,0.06,0.87,0.47,0,0.17,0.38,1,1,0.05
"767",0.36,0.56,0.04,0.54,0.33,0.33,0.57,0.31,0,0.6,0.45,2,2,0.34
"768",0.19,0.43,0.01,0.87,0.16,0.08,0.43,0.03,0,0.72,0.59,1,1,0.23
"769",0.11,0.63,0,0.93,0.06,0.06,0.6,0.06,0,0.53,0.42,1,1,0.1
"770",0.45,0.46,0.03,0.47,0.02,0.65,0.44,0.16,0.02,0.58,0.51,2,2,0.24
"771",0.37,0.47,0.05,0.57,0.53,0.16,0.5,0.25,0,0.41,0.61,2,1,0.52
"772",0.02,0.96,0,0.92,0.03,0.02,0.96,0.08,0,0.2,0.21,1,1,0.03
"773",0.59,0.36,0.04,0.54,0.57,0.16,0.4,0.44,0,0.51,0.55,2,1,0.36
"774",0.2,0.6,0.01,0.97,0.01,0.06,0.56,0.29,0.03,0.47,0.35,1,1,0
"775",0.1,0.58,0,0.91,0.11,0.08,0.61,0.15,0,0.59,0.59,1,1,0.24
"776",0.17,0.54,0,0.9,0.11,0.07,0.52,0.07,0,0.71,0.65,1,1,0.3
"777",1,0,0.22,0,1,0.49,0,0.56,0.05,0.82,0.84,2,2,1
"778",0.45,0.39,0.06,0.83,0.17,0.06,0.35,0.41,0.02,0.5,0.63,1,1,0.43
"779",0.08,0.73,0.01,0.94,0.01,0.14,0.64,0.05,0.02,0.55,0.61,1,1,0.11
"780",0.16,0.47,0,0.91,0.1,0.09,0.45,0.14,0,0.55,0.64,1,1,0.41
"781",0.38,0.56,0.06,0.09,0.04,0.99,0.55,0.22,0,0.83,0.39,2,2,0.22
"782",0.7,0.28,0.08,0.38,0.78,0.11,0.28,0.1,0,0.52,0.59,2,1,0.7
"783",0.34,0.48,0.01,0.95,0.04,0.06,0.48,0.44,0,0.47,0.47,1,1,0.1
"784",0.69,0.26,0.1,0.17,1,0.25,0.31,0.31,0,0.51,0.58,2,1,0.61
"785",0.08,0.84,0.01,0.78,0.07,0.11,0.83,0.06,0,0.55,0.32,1,2,0.06
"786",0.08,0.74,0,0.72,0.34,0.05,0.69,0.04,0,0.3,0.38,2,1,0.12
"787",0.45,0.45,0.06,0.62,0.26,0.19,0.41,0.28,0.08,0.82,0.36,2,2,0.41
"788",0.1,0.75,0.01,0.99,0.01,0.05,0.75,0.31,0,0.44,0.33,1,1,0.04
"789",0.05,0.88,0,0.96,0.02,0.02,0.84,0.05,0,0.25,0.18,1,1,0.01
"790",0.02,0.9,0,0.97,0,0.02,0.91,0.07,0,0.3,0.13,1,1,0.04
"791",0.57,0.41,0.04,0.49,0.48,0.29,0.43,0.13,0,0.89,0.65,2,2,0.18
"792",0.69,0.24,0.04,0.34,0.83,0.22,0.26,0.3,0,0.59,0.66,2,1,0.47
"793",0.05,0.82,0,0.97,0,0.03,0.8,0,0,0.27,0.19,1,1,0.03
"794",0.1,0.77,0.01,0.86,0.12,0.11,0.74,0.02,0,0.53,0.4,2,2,0.21
"795",0.17,0.54,0.01,0.96,0,0.16,0.49,0.3,0.01,0.61,0.83,1,1,0.13
"796",0.12,0.7,0.01,0.84,0.15,0.13,0.71,0.1,0,0.41,0.49,1,1,0.25
