"","population","householdsize","racepctblack","racepctwhite","racepctasian","racepcthisp","agepct12t21","agepct12t29","agepct16t24","agepct65up","numburban","pcturban","medincome","pctwage","pctfarmself","pctinvinc","pctsocsec","pctpubasst","pctretire","medfaminc","percapinc","whitepercap","blackpercap","indianpercap","asianpercap","otherpercap","hisppercap","numunderpov","pctpopunderpov","pctunder9thgrade","pctunderHS","pctbsorgreater","pctunemployed","pctemployed","pctemplmfg","pctemplprofserv","pctoccupmfg","pctoccupmgmtprof","malepctdivorce","malepctnevmarr","femalpctdiv","totalpctdiv","persperfam","pctfam2par","pctkids2par","pcttoddlers2par","pctteen2par","pctworkingmomsyoungkids","pctworkingmom","numilleg","pctilleg","numimmig","pctimmigrecent","pctimmigrec5","pctimmigrec8","pctimmigrec10","pctpoprecentimmig","percentpopimmig5","pcpopimmig8","pctpopimmig10","pctspeakenglonly","pctnotspeakenglwell","pctlarghousefam","pctlargehouseoccup","persperoccuphous","persperownoccuphouse","persperrentoccuphouse","pctpersownoccup","pctpersdensehouse","pcthouseless3br","mednumbr","housevacant","pcthouseoccup","pcthouseownoccup","pctvacantboarded","pctvacmore6mos","medyrhousebuilt","pcthousenophone","pctwofullplumb","ownocclowquart","ownoccmedval","ownocchiquart","rentlowquart","rentmedian","rendhighquart","medgrossrent","medrentpcthousinc","medowncostpctinc","medowncostpctincnomtg","numinshelters","numstreet","pctforeignborn","pctbornsamestate","pctsamehouse85","pctsamecity85","pctsamestate85","landarea","popdens","pctusepubtrans","violentcrimesperpopulation","mixedCommunity","immigrantCommunity"
"889",0.02,0.49,0.01,0.93,0.22,0.05,0.37,0.31,0.21,0.56,0.03,1,0.61,0.53,0.18,0.83,0.65,0.03,0.66,0.57,0.56,0.52,0.51,0,0.95,"0.59",0.53,0,0.02,0.17,0.19,0.54,0.12,0.5,0.45,0.6,0.14,0.73,0.13,0.28,0.15,0.14,0.49,0.94,0.95,0.98,0.84,0.55,0.47,0,0.03,0.01,0.1,0.09,0.1,0.16,0.04,0.03,0.03,0.05,0.83,0.08,0.17,0.19,0.53,0.54,0.19,0.94,0.02,0.21,0.5,0.01,0.94,0.9,0,0.36,0.56,0.01,0,0.23,0.23,0.25,0.46,0.41,0.41,0.45,0.32,0.18,0.28,0,0,0.18,0.54,0.78,0.79,0.62,0.02,0.22,0.25,0.08,1,1
"890",0.06,0.46,0.02,0.88,0.2,0.2,0.36,0.41,0.22,0.34,0.07,1,0.47,0.6,0.12,0.54,0.37,0.34,0.51,0.47,0.42,0.4,0.95,0.21,0.42,"0.4",0.5,0.03,0.17,0.14,0.2,0.38,0.29,0.57,0.23,0.32,0.27,0.49,0.57,0.28,0.61,0.62,0.46,0.65,0.68,0.72,0.55,0.52,0.57,0.01,0.14,0.02,0.25,0.34,0.36,0.44,0.11,0.13,0.13,0.15,0.84,0.12,0.19,0.19,0.49,0.51,0.45,0.6,0.17,0.45,0.5,0.06,0.74,0.59,0.12,0.2,0.83,0.16,0.18,0.36,0.4,0.41,0.45,0.49,0.58,0.5,0.64,0.66,0.19,0.08,0.03,0.19,0.56,0.27,0.16,0.65,0.09,0.12,0.05,0.22,2,1
"891",0.07,0.23,0.06,0.81,0.51,0.05,0.26,0.53,0.33,0.46,0.09,1,0.56,0.56,0.27,0.75,0.4,0.18,0.28,0.7,0.82,0.86,0.5,0.09,0.39,"0.24",0.42,0.04,0.22,0.1,0.09,1,0.27,0.59,0.14,1,0.06,1,0.29,0.74,0.36,0.35,0.33,0.67,0.72,0.84,0.49,0.52,0.59,0.01,0.15,0.08,0.67,0.64,0.62,0.61,1,0.84,0.74,0.67,0.62,0.2,0.19,0.12,0.21,0.36,0.18,0.34,0.1,0.7,0,0.05,0.87,0.29,0.05,0.4,0,0.03,0.07,0.95,1,1,0.52,0.62,0.95,0.59,0.39,0.54,0.61,0.01,0,0.64,0.38,0.51,0.3,0.33,0.02,0.67,1,0.2,1,2
"892",0.01,0.47,0.05,0.9,0.24,0.02,0.39,0.4,0.24,0.32,0.02,0.96,0.61,0.72,0.19,0.75,0.36,0.09,0.36,0.64,0.49,0.48,0.44,0.88,0.3,"0.21",0.37,0,0.06,0.12,0.19,0.59,0.1,0.71,0.71,0.36,0.27,0.64,0.28,0.35,0.34,0.32,0.59,0.85,0.88,0.96,0.73,0.4,0.55,0,0.1,0,0.33,0.29,0.41,0.37,0.11,0.09,0.11,0.09,0.89,0.08,0.23,0.22,0.52,0.65,0.21,0.74,0.04,0.35,0.5,0.01,0.89,0.65,0.08,0.16,0.75,0.02,0.13,0.37,0.41,0.41,0.3,0.51,0.56,0.53,0.49,0.48,0.32,0,0,0.14,0.72,0.58,0.65,0.63,0.03,0.12,0.1,0.03,1,1
"893",0,0.66,0.01,0.98,0.04,0.01,0.49,0.44,0.29,0.25,0.02,1,0.58,0.76,0.27,0.63,0.31,0.11,0.43,0.54,0.42,0.41,0.37,0.09,0,"0.15",0.45,0,0.06,0.11,0.19,0.34,0.14,0.67,0.27,0.3,0.19,0.49,0.19,0.24,0.3,0.26,0.58,0.86,0.88,0.87,0.84,0.31,0.57,0,0.05,0,0.45,0.75,0.67,0.57,0.05,0.07,0.06,0.04,0.96,0.01,0.16,0.2,0.7,0.66,0.69,0.83,0.03,0.07,0.5,0.01,0.78,0.84,0,0.22,0.81,0.03,0.21,0.24,0.21,0.2,0.51,0.45,0.49,0.52,0.51,0.47,0.37,0,0,0.04,0.5,0.59,0.53,0.52,0.02,0.11,0,0.03,1,1
"894",0.01,0.55,0.01,0.96,0.11,0,1,1,1,0.3,0,0,0.14,0.66,1,0.58,0.39,0.17,0.36,0.25,0.16,0.15,0.12,0.09,0.23,"0.15",0.13,0.03,0.61,0.34,0.25,0.56,0.2,0.49,0.32,0.73,0.42,0.41,0.13,1,0.19,0.17,0.39,0.72,0.78,0.61,0.74,0.74,0.67,0,0.14,0,0.54,0.81,0.79,0.74,0.09,0.12,0.11,0.09,0.93,0.04,0.12,0.1,0.31,0.47,0.22,0.42,0.08,0.63,0,0.02,0.8,0.36,0.05,0.6,0.63,0.15,0.16,0.1,0.09,0.08,0.13,0.18,0.18,0.13,0.67,0.23,0.21,0,0,0.07,0.61,0.2,0.16,0.42,0.03,0.13,0.01,0.02,1,1
"895",0.03,0.52,0.2,0.83,0.04,0.01,0.88,0.85,0.85,0.35,0,0,0.18,0.57,0.37,0.42,0.45,0.26,0.4,0.25,0.18,0.19,0.15,0.2,0.18,"0.38",0.12,0.03,0.44,0.39,0.4,0.44,0.44,0.43,0.4,0.64,0.41,0.43,0.33,0.66,0.35,0.36,0.4,0.64,0.65,0.66,0.67,0.69,0.67,0.01,0.22,0,0.24,0.19,0.58,0.62,0.02,0.01,0.04,0.04,0.96,0.03,0.13,0.12,0.37,0.45,0.31,0.48,0.09,0.52,0.5,0.04,0.73,0.45,0.04,0.3,0.75,0.37,0.16,0.11,0.11,0.11,0.13,0.17,0.18,0.2,0.63,0.31,0.4,0,0,0.03,0.71,0.31,0.34,0.68,0.07,0.09,0.01,0.11,2,1
"896",0.01,0.36,0.15,0.83,0.16,0.03,0.23,0.57,0.21,0.06,0.02,0.99,0.52,0.95,0.41,0.66,0.06,0.07,0.23,0.56,0.5,0.52,0.25,0.29,0.35,"0.83",0.66,0,0.1,0.08,0.1,0.8,0.12,0.83,0.77,0.31,0.11,0.93,0.45,0.29,0.41,0.43,0.4,0.82,0.85,0.91,0.64,0.37,0.36,0,0.16,0,0.36,0.39,0.45,0.47,0.11,0.11,0.11,0.11,0.89,0.06,0.07,0.08,0.39,0.48,0.29,0.57,0.08,0.43,0.5,0.03,0.6,0.53,0.06,0.21,0.98,0.15,0.1,0.22,0.21,0.23,0.39,0.36,0.39,0.36,0,0.37,0.24,0,0,0.13,0.37,0.05,0.14,0,0.06,0.06,0.01,0.08,1,1
"897",0.01,1,0.31,0.68,0.14,0.09,1,1,1,0.06,0,0,0.2,0.84,0.04,0.27,0.18,0.17,0.46,0.17,0.14,0.15,0.19,0.16,0.15,"0.18",0.21,0.01,0.29,0.15,0.21,0.14,0.15,0.89,0.16,0.4,0.25,0.34,0.23,1,0.34,0.26,0.59,0.79,0.78,0.88,0.7,0.32,0.34,0,0.16,0,0.33,0.29,0.28,0.3,0.05,0.04,0.03,0.03,0.9,0.04,0.24,0.26,0.64,0.52,0.73,0.09,0.19,0.53,0.5,0.01,0.76,0.16,0.14,0.15,0.54,0.42,0,0.13,0.11,0.1,0.22,0.23,0.26,0.2,0.19,0.32,0.43,0,0,0.06,0.14,0,0,0,0.03,0.14,0,0.24,2,1
"898",0.04,0.35,0.1,0.87,0.06,0.06,0.33,0.5,0.3,0.51,0.06,1,0.29,0.47,0.17,0.51,0.55,0.42,0.59,0.34,0.33,0.33,0.26,0.2,0.53,"0.24",0.32,0.04,0.31,0.44,0.49,0.25,0.45,0.48,0.47,0.44,0.46,0.34,0.56,0.44,0.6,0.61,0.4,0.49,0.51,0.51,0.45,0.52,0.5,0.02,0.27,0.01,0.1,0.16,0.23,0.24,0.03,0.04,0.06,0.06,0.84,0.06,0.16,0.15,0.37,0.41,0.36,0.43,0.09,0.57,0,0.08,0.64,0.42,0.1,0.62,0.06,0.22,0.19,0.31,0.3,0.29,0.31,0.39,0.44,0.41,0.52,0.63,0.53,0.01,0.02,0.13,0.64,0.56,0.76,0.67,0.08,0.11,0.05,0.22,1,1
"899",0.01,0.4,0.28,0.76,0.02,0.06,0.4,0.44,0.29,0.6,0,0,0.14,0.31,0.86,0.29,0.62,0.38,0.41,0.18,0.18,0.19,0.16,0.23,0.67,"0.2",0.21,0.02,0.5,0.45,0.64,0.18,0.51,0.37,0.39,0.31,0.59,0.22,0.54,0.21,0.54,0.56,0.44,0.62,0.62,0.53,0.65,0.78,0.74,0.01,0.18,0,0.36,0.33,0.55,0.55,0.04,0.04,0.05,0.05,0.95,0.03,0.19,0.17,0.4,0.37,0.46,0.52,0.17,0.55,0,0.05,0.39,0.54,0.09,0.63,0.63,0.63,0.65,0.05,0.06,0.06,0.15,0.16,0.16,0.18,0.41,0.41,0.69,0,0,0.05,0.84,0.42,0.66,0.85,0.05,0.07,0.02,0.5,2,1
"900",0.04,0.28,0.12,0.89,0.04,0.01,0.32,0.48,0.31,0.52,0.06,1,0.19,0.39,0.14,0.32,0.57,0.5,0.46,0.21,0.22,0.22,0.18,0.35,0.17,"0.11",0.19,0.05,0.41,0.46,0.61,0.14,0.23,0.46,0.38,0.29,0.59,0.23,0.73,0.39,0.77,0.79,0.34,0.36,0.38,0.34,0.46,0.37,0.43,0.03,0.41,0,0.34,0.43,0.6,0.59,0.03,0.03,0.04,0.04,0.96,0.03,0.13,0.11,0.29,0.31,0.34,0.24,0.06,0.61,0,0.07,0.68,0.26,0.71,0.49,0.17,0.5,0.14,0.12,0.13,0.13,0.16,0.19,0.22,0.17,0.28,0.3,0.51,0.03,0,0.03,0.72,0.47,0.77,0.71,0.03,0.3,0.09,0.26,1,1
"901",0.02,0.42,0.09,0.89,0.05,0.07,0.34,0.35,0.22,0.49,0.03,0.79,0.45,0.57,0.48,0.71,0.54,0.22,0.68,0.45,0.42,0.42,0.22,0.29,0.55,"0.28",0.28,0.01,0.11,0.26,0.34,0.33,0.21,0.56,0.77,0.34,0.38,0.47,0.33,0.29,0.27,0.31,0.42,0.78,0.78,0.69,0.86,0.5,0.61,0.01,0.15,0,0.04,0.14,0.13,0.18,0.01,0.03,0.03,0.03,0.89,0.04,0.13,0.14,0.44,0.51,0.21,0.76,0.05,0.43,0.5,0.01,0.88,0.7,0.05,0.55,0.63,0.07,0.09,0.17,0.17,0.18,0.27,0.31,0.33,0.29,0.29,0.32,0.26,0,0,0.1,0.78,0.64,0.79,0.81,0.1,0.05,0.04,0.09,1,1
"902",0.01,0.49,0.03,0.96,0.04,0.04,0.36,0.39,0.24,0.49,0.03,1,0.43,0.56,0.19,0.66,0.52,0.08,0.59,0.44,0.36,0.35,0.08,0,0.7,"0.51",0.37,0,0.08,0.22,0.28,0.33,0.31,0.48,0.46,0.54,0.31,0.46,0.32,0.32,0.34,0.34,0.51,0.81,0.83,0.92,0.83,0.4,0.57,0,0.06,0.01,0.06,0.05,0.06,0.12,0.02,0.02,0.02,0.04,0.82,0.09,0.19,0.19,0.48,0.59,0.22,0.74,0.06,0.38,0.5,0.01,0.94,0.67,0.05,0.32,0.58,0.03,0.1,0.17,0.16,0.15,0.34,0.33,0.34,0.35,0.45,0.24,0.35,0,0,0.17,0.66,0.65,0.84,0.76,0.02,0.19,0.06,0.02,1,1
"903",0.02,0.4,0.06,0.94,0.04,0.02,0.67,0.65,0.59,0.41,0,0,0.32,0.53,0.23,0.62,0.51,0.23,0.47,0.39,0.37,0.36,0.26,0.16,0.06,"0.34",0.39,0.02,0.22,0.24,0.27,0.5,0.32,0.46,0.22,0.77,0.25,0.63,0.43,0.67,0.41,0.44,0.43,0.65,0.68,0.8,0.68,0.28,0.43,0.01,0.13,0,0.13,0.24,0.25,0.28,0.03,0.04,0.04,0.04,0.93,0,0.17,0.13,0.32,0.48,0.19,0.51,0.06,0.52,0.5,0.05,0.59,0.43,0.06,0.67,0.42,0.14,0.17,0.25,0.25,0.28,0.33,0.35,0.39,0.35,0.56,0.3,0.37,0,0,0.08,0.74,0.48,0.51,0.56,0.08,0.07,0.09,0.55,1,1
"904",0.01,0.39,0.02,0.96,0.05,0.02,0.53,0.69,0.66,0.35,0,0,0.39,0.64,0.32,0.54,0.38,0.21,0.52,0.45,0.41,0.39,0.37,0.18,0.52,"0.29",0.78,0.02,0.34,0.11,0.2,0.6,0.31,0.61,0.16,0.57,0.2,0.53,0.3,0.73,0.34,0.33,0.4,0.66,0.72,0.75,0.77,0.56,0.73,0,0.1,0,0.53,0.61,0.56,0.48,0.12,0.13,0.1,0.08,0.9,0.03,0.14,0.12,0.43,0.45,0.43,0.49,0.05,0.47,0.5,0.12,0,0.49,0.11,1,0.67,0.1,0.14,0.41,0.42,0.49,0.54,0.56,0.66,0.59,0.72,0.58,0.47,0,0,0.09,0.61,0.47,0.42,0.49,0.04,0.09,0.06,0.18,1,1
"905",0.1,0.56,0.02,0.86,0.38,0.14,0.43,0.42,0.26,0.24,0.12,1,0.81,0.78,0.16,0.67,0.23,0.07,0.39,0.75,0.65,0.65,0.51,0.31,0.42,"0.49",0.64,0.01,0.04,0.04,0.08,0.64,0.12,0.73,0.42,0.38,0.12,0.68,0.32,0.32,0.4,0.37,0.54,0.85,0.87,0.89,0.8,0.39,0.45,0.01,0.05,0.06,0.3,0.32,0.43,0.46,0.26,0.25,0.3,0.3,0.76,0.11,0.22,0.25,0.62,0.6,0.56,0.79,0.13,0.3,0.5,0.06,0.83,0.78,0.01,0.29,0.81,0.01,0.16,0.7,0.69,0.69,0.94,0.96,1,0.96,0.71,0.83,0.24,0,0,0.37,0.38,0.37,0.54,0.53,0.05,0.35,0.03,0.09,1,2
"906",0.03,0.49,0.02,0.97,0.05,0.02,0.34,0.54,0.26,0.14,0,0,0.52,0.84,0.18,0.47,0.19,0.13,0.13,0.5,0.41,0.39,0.64,0.27,0.39,"0.35",0.44,0.01,0.09,0.13,0.22,0.4,0.32,0.81,0.6,0.25,0.34,0.48,0.49,0.34,0.42,0.47,0.54,0.81,0.83,0.88,0.69,0.66,0.69,0,0.08,0.01,0.09,0.16,0.24,0.29,0.02,0.04,0.05,0.05,0.91,0.04,0.17,0.17,0.53,0.65,0.35,0.61,0.08,0.62,0,0.06,0.62,0.55,0.32,0.35,0.81,0.13,0.46,0.36,0.33,0.31,0.57,0.54,0.59,0.55,0.37,0.8,0.67,0,0,0.1,0.16,0.4,0.34,0.07,0.1,0.07,0.03,0.09,1,1
"907",0.16,0.51,0.19,0.42,0.96,0.44,0.37,0.54,0.33,0.33,0.18,1,0.4,0.64,0.16,0.4,0.38,0.48,0.5,0.39,0.34,0.37,0.38,0.22,0.31,"0.32",0.39,0.1,0.25,0.31,0.4,0.26,0.37,0.56,0.39,0.25,0.48,0.31,0.6,0.51,0.64,0.64,0.58,0.52,0.51,0.59,0.44,0.44,0.48,0.07,0.3,0.16,0.44,0.52,0.61,0.63,0.65,0.67,0.72,0.68,0.45,0.4,0.47,0.41,0.54,0.54,0.55,0.39,0.51,0.63,0,0.11,0.82,0.4,0.1,0.18,0.5,0.13,0.22,0.5,0.47,0.46,0.65,0.62,0.68,0.61,0.63,0.63,0.19,0.08,0.04,0.63,0.49,0.43,0.63,0.68,0.12,0.21,0.45,0.46,2,2
"908",0.01,0.26,0.17,0.77,0.31,0.1,0.2,0.48,0.25,0.43,0.02,1,0.46,0.7,0.27,0.67,0.42,0.15,0.31,0.56,0.54,0.57,0.39,0.7,0.29,"0.38",0.47,0.01,0.14,0.2,0.25,0.8,0.3,0.7,0.29,0.97,0.15,0.86,0.34,0.59,0.38,0.38,0.39,0.7,0.75,0.88,0.52,0.75,0.73,0,0.18,0.02,0.76,0.76,0.74,0.68,1,0.88,0.77,0.65,0.66,0.2,0.18,0.13,0.29,0.5,0.21,0.33,0.11,0.69,0,0.02,0.8,0.26,0.16,0.5,0.25,0.05,0.09,0.46,0.45,0.45,0.63,0.6,0.66,0.59,0.48,0.56,0.72,0,0,0.55,0.41,0.56,0.54,0.45,0,0.6,0.48,0.04,1,2
"909",0.01,0.55,0,0.98,0.01,0.01,0.67,0.65,0.54,0.34,0.03,1,0.38,0.6,0.22,0.71,0.45,0.16,0.33,0.39,0.33,0.31,0,0.16,1,"0.28",0.4,0.01,0.18,0.25,0.23,0.35,0.16,0.6,0.47,0.5,0.49,0.43,0.22,0.54,0.24,0.24,0.51,0.79,0.84,0.85,0.73,0.65,0.71,0,0.05,0,0.14,0.1,0.16,0.33,0.01,0.01,0.01,0.01,0.98,0.01,0.18,0.2,0.49,0.6,0.26,0.69,0.06,0.41,0.5,0.01,0.92,0.61,0.09,0.3,0.65,0.08,0,0.13,0.11,0.11,0.23,0.29,0.3,0.27,0.24,0.39,0.44,0,0,0.02,0.88,0.53,0.68,0.79,0.02,0.17,0.05,0.07,1,1
"910",0.68,0.33,0.58,0.49,0.07,0.07,0.36,0.49,0.29,0.4,0.69,1,0.25,0.55,0.3,0.4,0.45,0.37,0.42,0.28,0.3,0.37,0.22,0.18,0.26,"0.27",0.32,0.6,0.4,0.24,0.36,0.35,0.46,0.52,0.29,0.43,0.39,0.41,0.74,0.51,0.72,0.76,0.46,0.36,0.36,0.42,0.37,0.63,0.67,0.55,0.6,0.08,0.34,0.34,0.39,0.44,0.07,0.06,0.06,0.06,0.9,0.06,0.3,0.23,0.34,0.43,0.27,0.51,0.14,0.58,0,1,0.5,0.47,0.57,0.45,0.35,0.29,0.29,0.08,0.09,0.1,0.2,0.25,0.28,0.26,0.41,0.27,0.36,0.35,0.22,0.08,0.59,0.55,0.69,0.65,0.91,0.12,0.32,1,2,1
"911",0,0.84,0.01,0.82,0.69,0.04,0.52,0.39,0.29,0.24,0.01,0.68,1,0.86,0.19,0.86,0.27,0.11,0.39,1,0.94,0.92,0.79,0,0.69,"0",1,0,0.03,0.19,0.19,0.77,0.11,0.52,0.22,0.53,0.08,0.87,0.04,0.36,0.09,0.07,0.72,0.98,0.98,0.99,0.94,0.18,0.12,0,0.03,0.01,0.1,0.08,0.13,0.17,0.09,0.06,0.09,0.11,0.68,0.12,0.3,0.36,0.85,0.82,0.64,0.98,0.01,0.03,1,0,0.91,0.98,0.52,0.73,0.73,0.02,0,0.91,1,1,0.7,1,1,0.78,0.38,0.67,0.42,0,0,0.36,0.46,0.75,0.66,0.68,0.05,0.05,0.59,0.04,1,1
"912",0,0.63,0.01,0.99,0.02,0.01,0.49,0.55,0.32,0.18,0.02,1,0.4,0.78,0.37,0.38,0.29,0.25,0.29,0.36,0.25,0.24,0,0,0.42,"0",0.58,0,0.14,0.27,0.39,0.2,0.19,0.73,0.43,0.25,0.52,0.29,0.35,0.27,0.43,0.41,0.62,0.72,0.75,0.73,0.62,0.73,0.69,0,0.18,0,0,0.32,0.26,0.22,0,0.01,0.01,0,0.99,0,0.29,0.32,0.69,0.71,0.55,0.75,0.09,0.43,0.5,0.01,0.77,0.72,0.03,0.18,0.71,0.16,0.2,0.13,0.11,0.09,0.31,0.29,0.28,0.31,0.35,0.3,0.32,0,0,0.01,0.74,0.6,0.74,0.75,0.05,0.05,0.15,0.04,1,1
"913",0.01,0.32,0.02,0.96,0.09,0.02,0.27,0.34,0.2,0.56,0.02,0.76,0.42,0.56,0.1,0.74,0.5,0.13,0.45,0.44,0.48,0.46,0.33,0,0.46,"0.94",0.84,0,0.08,0.25,0.37,0.38,0.08,0.59,0.53,0.49,0.4,0.51,0.46,0.26,0.4,0.44,0.33,0.8,0.8,0.91,0.77,0.58,0.71,0,0.04,0,0.19,0.27,0.27,0.28,0.05,0.07,0.06,0.06,0.91,0.03,0.1,0.1,0.34,0.43,0.15,0.71,0.02,0.45,0.5,0.01,0.83,0.64,0.06,0.3,0.69,0.01,0.08,0.21,0.21,0.23,0.47,0.43,0.42,0.42,0.37,0.3,0.24,0,0,0.11,0.83,0.6,0.7,0.71,0.06,0.05,0.06,0.13,1,1
"914",0.04,0.34,0.15,0.81,0.1,0.2,0.23,0.42,0.2,0.55,0.05,1,0.49,0.49,0.12,0.56,0.54,0.27,0.36,0.55,0.54,0.57,0.28,0.13,0.45,"0.25",0.44,0.02,0.21,0.22,0.28,0.46,0.33,0.47,0.2,0.48,0.27,0.54,0.49,0.57,0.45,0.48,0.44,0.62,0.59,0.85,0.49,0.2,0.34,0.02,0.24,0.03,0.25,0.3,0.36,0.41,0.25,0.26,0.28,0.3,0.68,0.19,0.33,0.25,0.32,0.4,0.28,0.42,0.29,0.7,0,0.09,0.52,0.39,0.29,0.77,0.33,0.1,0.17,0.49,0.48,0.49,0.66,0.67,0.83,0.7,0.58,0.58,0.94,0,0,0.41,0.75,0.6,0.73,0.81,0,1,1,0.16,2,2
"915",0.04,0.6,0.01,0.87,0.31,0.06,0.73,0.96,0.86,0.24,0.05,1,0.16,0.67,0.85,0.49,0.3,0.21,0.36,0.18,0.14,0.14,0.11,0.09,0.13,"0.23",0.25,0.06,0.57,0.1,0.14,0.6,0.43,0.51,0.55,0.74,0.45,0.45,0.2,0.64,0.21,0.21,0.65,0.83,0.87,0.86,0.74,0.6,0.51,0,0.05,0.02,1,1,0.97,0.93,0.59,0.52,0.43,0.37,0.8,0.12,0.63,0.62,0.61,0.69,0.57,0.3,0.41,0.61,0,0.02,0.88,0.29,0.02,0.35,0.54,0.31,0.09,0.13,0.12,0.13,0.18,0.18,0.19,0.17,0.42,0.37,0.21,0,0,0.23,0.57,0.24,0.23,0.23,0.04,0.19,0.05,0.04,1,2
"916",0,0.45,0.02,0.92,0.15,0.1,0.21,0.3,0.07,0.1,0,0,0.52,0.82,0.61,0.64,0.13,0.1,0.22,0.48,0.45,0.43,0.43,0.39,0.35,"0.38",0.41,0,0.11,0.09,0.1,0.7,0.15,0.89,0.52,0.5,0.16,0.73,0.46,0.23,0.48,0.49,0.51,0.82,0.88,0.93,0.79,0.61,0.56,0,0.02,0,0.24,0.18,0.26,0.25,0.05,0.04,0.05,0.04,0.92,0.04,0.13,0.13,0.5,0.53,0.35,0.79,0.06,0.39,0.5,0.01,0.88,0.75,0.04,0.47,0.88,0.03,0,0.24,0.21,0.21,0.43,0.44,0.56,0.46,0.42,0.6,0.53,0,0,0.09,0.37,0.37,0.47,0.41,0.02,0.13,0.19,0.12,1,1
"917",0.08,0.36,0.04,0.91,0.17,0.06,0.3,0.33,0.23,0.71,0.1,1,0.63,0.49,0.27,0.83,0.66,0.17,0.7,0.69,0.75,0.75,0.38,0.24,0.43,"0.33",0.55,0.02,0.08,0.2,0.2,0.76,0.21,0.47,0.24,0.69,0.15,0.79,0.2,0.39,0.29,0.27,0.37,0.8,0.83,0.89,0.68,0.52,0.6,0.01,0.08,0.05,0.33,0.32,0.32,0.32,0.28,0.24,0.22,0.2,0.74,0.15,0.13,0.13,0.35,0.41,0.19,0.75,0.04,0.38,0.5,0.06,0.84,0.7,0.03,0.27,0.25,0.02,0.05,0.54,0.53,0.56,0.62,0.6,0.68,0.61,0.51,0.41,0.5,0,0,0.36,0.53,0.74,0.79,0.69,0.06,0.23,0.24,0.09,1,2
"918",0,0.62,1,0,0.03,0,1,0.89,0.95,0.47,0,0,0.07,0.42,0.32,0.12,0.46,0.6,0.62,0.11,0.08,0.2,0.19,0,0.16,"0.09",0.06,0.03,0.97,0.47,0.48,0.44,1,0.08,0.14,1,0.4,0.5,0.4,1,0.54,0.51,0.61,0,0,0,0,0.92,0.86,0.04,1,0,0.56,0.62,0.55,0.62,0.07,0.07,0.06,0.06,0.95,0.04,0.53,0.39,0.41,0.39,0.46,0.38,0.3,0.49,0.5,0.03,0.44,0.4,0.74,0.61,0.65,0.71,0.52,0.07,0.07,0.08,0.02,0.09,0.11,0.13,1,0.45,0.5,0,0,0.05,0.71,0.47,0.55,0.43,0.04,0.07,0.01,0.53,2,1
"919",0.06,0.45,0.02,0.91,0.08,0.08,0.52,0.55,0.39,0.34,0.07,1,0.22,0.58,0.36,0.47,0.44,0.25,0.37,0.25,0.21,0.21,0.25,0.1,0.18,"0.23",0.24,0.06,0.4,0.16,0.28,0.35,0.37,0.51,0.26,0.55,0.42,0.43,0.53,0.37,0.51,0.54,0.56,0.67,0.75,0.76,0.64,0.57,0.6,0.01,0.1,0.01,0.5,0.47,0.41,0.47,0.07,0.05,0.04,0.05,0.93,0.02,0.46,0.4,0.47,0.56,0.33,0.62,0.14,0.5,0.5,0.08,0.66,0.57,0.26,0.54,0.46,0.26,0.22,0.08,0.07,0.08,0.11,0.14,0.14,0.12,0.38,0.27,0.19,0.01,0,0.05,0.61,0.46,0.59,0.59,0.08,0.14,0.17,0.14,1,1
"920",0.19,0.23,0.01,0.94,0.07,0.09,0.26,0.39,0.23,0.54,0.2,0.97,0.45,0.51,0.27,0.63,0.49,0.1,0.48,0.51,0.63,0.62,0.5,0.16,0.43,"0.31",0.43,0.07,0.14,0.09,0.13,0.56,0.24,0.55,0.26,0.4,0.14,0.63,0.55,0.37,0.67,0.65,0.26,0.64,0.68,0.76,0.58,0.5,0.45,0.02,0.08,0.05,0.26,0.33,0.38,0.38,0.12,0.13,0.13,0.12,0.87,0.06,0.1,0.09,0.25,0.31,0.2,0.6,0.06,0.53,0.5,0.61,0.28,0.57,0.01,0.28,0.79,0.07,0.07,0.25,0.27,0.33,0.51,0.49,0.56,0.5,0.55,0.56,0.22,0,0,0.18,0.09,0.36,0.5,0.21,0.54,0.06,0.06,0.1,1,1
"921",0,0.15,0.3,0.75,0.04,0.07,0.17,0.26,0.15,1,0.02,1,0.24,0,0.03,0.59,1,0.28,0.93,0.29,0.38,0.43,0.18,0.19,0.21,"0.26",0.2,0.01,0.3,0.28,0.38,0.26,0.28,0.16,0.16,0.44,0.27,0.36,0.71,0.31,0.58,0.66,0.14,0.39,0.37,0.68,0.39,0.51,0.78,0.01,0.35,0.01,0.16,0.18,0.26,0.31,0.08,0.07,0.1,0.11,0.88,0.08,0.15,0.11,0.11,0.08,0.22,0.54,0.16,0.89,0,0.07,0.18,0.57,0.1,0.49,0.73,0.29,0.21,0.15,0.15,0.15,0.34,0.37,0.41,0.39,0.69,0.36,0.14,0.02,0,0.2,0.15,0.48,0.53,0.43,0.01,0.23,0,0.45,2,1
